1	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01	1.48E-01
2	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01	3.80E-01
3	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00
4	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01
5	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00
6	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00
7	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00
8	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00
9	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00
10	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00	1.51E+00
